,sptr,accession,organism,Gene Name,length,PE Score
45,sp,Q8K440,Mus musculus ,Abca8b ,1620,1
46,sp,Q91V24,Mus musculus ,Abca7 ,2159,1
47,sp,Q9QY93,Mus musculus ,Dctpp1 ,170,1
48,sp,Q8R420,Mus musculus ,Abca3 ,1704,1
49,sp,Q9QXV1,Mus musculus ,Cbx8 ,362,1
50,sp,Q6NXK8,Mus musculus ,Asic1 ,526,1
51,sp,Q9JJ66,Mus musculus ,Cdc20 ,499,1
52,sp,Q9CQR4,Mus musculus ,Acot13 ,140,1
53,sp,Q920V1,Mus musculus ,B3galnt1 ,331,2
54,sp,A7L9Z8,Mus musculus ,Atp2c2 ,944,1
55,sp,Q91XA9,Mus musculus ,Chia ,473,1
56,sp,Q9QXT8,Mus musculus ,Kcnip3 ,256,1
57,sp,O54905,Mus musculus ,B3galt2 ,422,1
58,sp,A2ASQ1,Mus musculus ,Agrn ,1950,1
59,sp,P06745,Mus musculus ,Gpi ,558,1
60,sp,Q9D2A5,Mus musculus ,Creb3l4 ,370,1
61,sp,P31245,Mus musculus ,Hoxa2 ,372,2
62,sp,Q9D0J4,Mus musculus ,Arl2 ,184,1
63,sp,Q91V92,Mus musculus ,Acly ,1091,1
64,sp,Q8R4K2,Mus musculus ,Irak4 ,459,1
65,sp,O09160,Mus musculus ,Fut1 ,377,1
66,sp,P63239,Mus musculus ,Pcsk1 ,753,1
67,sp,Q9JLC3,Mus musculus ,Msrb1 ,116,1
68,sp,P39688,Mus musculus ,Fyn ,537,1
69,sp,P0DOV1,Mus musculus ,Mnda ,425,1
70,sp,Q920B0,Mus musculus ,Frmd4b ,1035,1
71,sp,Q9QYX7,Mus musculus ,Pclo ,5068,1
72,sp,Q8R081,Mus musculus ,Hnrnpl ,586,1
73,sp,Q8CGK3,Mus musculus ,Lonp1 ,949,1
74,sp,Q7TMK9,Mus musculus ,Syncrip ,623,1
75,sp,Q9R1S7,Mus musculus ,Abcc6 ,1498,1
76,sp,O55023,Mus musculus ,Impa1 ,277,1
77,sp,Q99M51,Mus musculus ,Nck1 ,377,1
78,sp,P57776,Mus musculus ,Eef1d ,281,1
79,sp,Q9DCX8,Mus musculus ,Iyd ,285,1
80,sp,P10518,Mus musculus ,Alad ,330,1
81,sp,Q00731,Mus musculus ,Vegfa ,214,1
82,sp,Q9EPQ1,Mus musculus ,Tlr1 ,795,1
83,sp,Q5SXA9,Mus musculus ,Wwc1 ,1104,1
84,sp,P41047,Mus musculus ,Faslg ,279,1
85,sp,Q9D659,Mus musculus ,Vsir ,308,1
86,sp,Q8CGC7,Mus musculus ,Eprs1 ,1512,1
87,sp,Q0VGM9,Mus musculus ,Rtel1 ,1203,1
88,sp,P01326,Mus musculus ,Ins2 ,110,1
89,sp,Q80YP0,Mus musculus ,Cdk3 ,303,1
90,sp,Q6P1D7,Mus musculus ,Slx4 ,1565,1
91,sp,Q9JJZ6,Mus musculus ,Klf13 ,289,1
92,sp,Q922H1,Mus musculus ,Prmt3 ,532,1
93,sp,O54904,Mus musculus ,B3galt1 ,326,1
94,sp,Q9JKZ2,Mus musculus ,Slc5a3 ,718,1
95,sp,Q8K2I9,Mus musculus ,Fbh1 ,1042,1
96,sp,P12023,Mus musculus ,App ,770,1
97,sp,P07724,Mus musculus ,Alb ,608,1
98,sp,Q8C7W7,Mus musculus ,Dclre1b ,541,1
99,sp,P04939,Mus musculus ,Mup3 ,184,1
100,sp,Q5FW60,Mus musculus ,Mup20 ,181,1
101,tr,Q3UP36,Mus musculus ,Cd22 ,868,1
102,tr,Q78MG2,Mus musculus ,Olfr165 ,312,3
103,tr,Q8VG32,Mus musculus ,Olfr1408 ,310,2
104,tr,Q8VFB0,Mus musculus ,Olfr1261 ,306,2
105,tr,Q8BI57,Mus musculus ,Fbxw13 ,466,2
106,tr,Q810Q0,Mus musculus ,Gm5622 ,167,2
107,tr,F6M2J8,Mus musculus ,Trpm3 ,1719,2
108,tr,Q7TS12,Mus musculus ,Olfr291 ,315,3
109,tr,Q9Z0I7,Mus musculus ,Slfn1 ,337,1
110,tr,A2AV41,Mus musculus ,Olfr1129 ,314,3
111,tr,Q8BG98,Mus musculus ,9130023H24Rik ,337,2
112,tr,D3Z1Q3,Mus musculus ,Aamdc ,118,1
113,tr,B7ZWK0,Mus musculus ,Nek1 ,1231,1
114,tr,Q3TNL9,Mus musculus ,mt-Nd1 ,317,2
115,tr,Q5M8R5,Mus musculus ,Gm20852 ,227,2
116,tr,A7VMS3,Mus musculus ,H2-M5 ,348,2
117,tr,B2RX15,Mus musculus ,Ankib1 ,1091,2
118,tr,Q8K205,Mus musculus ,Pop1 ,1045,1
119,tr,J3QNR0,Mus musculus ,Gm13693 ,243,4
120,tr,D3Z3T2,Mus musculus ,Zfp637 ,33,4
121,tr,A0A0J9YU93,Mus musculus ,Ociad2 ,92,1
122,tr,K7N5P3,Mus musculus ,Olfr906 ,311,3
123,tr,Q6P9N8,Mus musculus ,Trak2 ,913,1
124,tr,Q7M6Y0,Mus musculus ,Zfp429 ,485,1
125,tr,Q8VGZ3,Mus musculus ,Olfr572 ,318,2
126,tr,Q3UUP8,Mus musculus ,Npvf ,188,2
127,tr,A2ACY8,Mus musculus ,Olfr1337 ,315,4
128,tr,Q9EQB2,Mus musculus ,Olfr894 ,313,3
129,tr,Q3TE72,Mus musculus ,Tcf12 ,139,2
130,tr,M0QWN7,Mus musculus ,Usp35 ,1009,1
131,tr,A0A1L1SRP1,Mus musculus ,Olfr898 ,310,3
132,tr,Q9D4U4,Mus musculus ,H2al3 ,128,2
133,tr,Q8VF33,Mus musculus ,Olfr1347 ,319,2
134,tr,Q504M2,Mus musculus ,Pdp2 ,532,1
135,tr,Q9DAJ8,Mus musculus ,1700008P02Rik ,175,2
136,tr,Q8BW87,Mus musculus ,Ap1s2 ,160,1
137,tr,A0JP49,Mus musculus ,Cfap300 ,99,1
138,tr,A0A0R4IZZ8,Mus musculus ,Prss28 ,274,4
139,tr,Q8K0A8,Mus musculus ,Pde6a ,860,1
140,tr,Q4KL76,Mus musculus ,Hspe1 ,102,1
141,tr,Q8VF59,Mus musculus ,Olfr1431 ,312,2
142,tr,Q8VGE3,Mus musculus ,Olfr160 ,309,2
143,tr,Q4JFM6,Mus musculus ,ND5 ,607,3
144,tr,D3YTY2,Mus musculus ,Vmn1r138 ,306,3
145,tr,Q9QX97,Mus musculus ,Tff2 ,129,1
146,tr,B2M1R7,Mus musculus ,Pcbp2 ,361,1
147,tr,Q9D2U3,Mus musculus ,Dhrs4 ,216,1
148,tr,A0A3Q4EBX4,Mus musculus ,Vmn2r114 ,577,4
149,tr,Q6PDC2,Mus musculus ,Tmed9 ,235,1
150,tr,Q78ZJ8,Mus musculus ,Rab11b ,218,1
151,tr,Q3V0M8,Mus musculus ,BC051142 ,400,1
152,tr,Q544K1,Mus musculus ,Slamf1 ,343,2
153,tr,B2LVG6,Mus musculus ,Cpsf4 ,244,1
154,tr,B7ZWG9,Mus musculus ,Hnrnpa1l2 ,275,2
155,tr,M0QWB2,Mus musculus ,Gm8764 ,146,4
156,tr,Q3US15,Mus musculus ,Nsdhl ,362,1
157,tr,Q8VFQ3,Mus musculus ,Olfr1501 ,315,3
158,tr,Q8VGY8,Mus musculus ,Olfr639 ,316,3
159,tr,B2RS11,Mus musculus ,Ccne1 ,408,2
160,tr,Q3U4X0,Mus musculus ,Cd27 ,250,2
161,tr,Q3U0U2,Mus musculus ,Rnf213 ,312,1
162,tr,C0LL95,Mus musculus ,Nphs2 ,395,2
163,tr,Q4KL20,Mus musculus ,Obox7 ,218,2
164,tr,Q8CEC4,Mus musculus ,Klf9 ,244,1
165,tr,A0A1B0GRF8,Mus musculus ,Nps ,72,4
166,tr,Q8BQC5,Mus musculus ,Asb7 ,89,2
167,tr,A2CG71,Mus musculus ,Btbd35f20 ,498,4
168,tr,Q8K0E2,Mus musculus ,Exoc3 ,755,1
169,tr,A2AII0,Mus musculus ,Gdf6 ,454,2
170,tr,Q8VGZ6,Mus musculus ,Olfr561 ,314,2
171,tr,Q564E5,Mus musculus ,Eif4h ,248,2
172,tr,Q543Y8,Mus musculus ,Tmem115 ,350,1
173,tr,Q8K4E3,Mus musculus ,Cd226 ,220,1
174,tr,A9JQD4,Mus musculus ,Scn3a ,137,2
175,tr,Q8BMT0,Mus musculus ,Serpinb9d ,377,1
176,tr,B2RRS6,Mus musculus ,Usp18 ,368,2
177,tr,Q0VDY1,Mus musculus ,Olfr1428 ,314,2
178,tr,Q7TQV2,Mus musculus ,Olfr1347 ,312,3
179,tr,Q80Y74,Mus musculus ,Gtsf2 ,154,1
180,tr,Q564E8,Mus musculus ,Rpl4 ,419,1
181,tr,Q32MH3,Mus musculus ,Defb2 ,71,2
182,tr,A2AT86,Mus musculus ,Olfr1124 ,318,3
183,tr,Q9DC47,Mus musculus ,Zfp869 ,529,1
184,tr,Q920Q5,Mus musculus ,Ntsr2 ,416,2
185,tr,Q5PPQ4,Mus musculus ,Zfp658 ,887,1
186,tr,Q3SYJ2,Mus musculus ,Prr27 ,352,1
187,tr,Q14AJ8,Mus musculus ,Dmrtc1c2 ,233,1
188,tr,C5H8V4,Mus musculus ,Slc40a1 ,70,2
189,tr,Q3TUI3,Mus musculus ,Brd3 ,726,2
190,tr,Q3U3M9,Mus musculus ,Clec4n ,179,1
191,tr,Q8C8S6,Mus musculus ,Syt6 ,438,1
192,tr,Q7TRI3,Mus musculus ,Olfr776 ,312,3
193,tr,Q7TSD1,Mus musculus ,Ghrl ,78,1
194,tr,Q3URI3,Mus musculus ,Inpp4b ,818,1
195,tr,Q3TFQ2,Mus musculus ,Wsb1 ,421,2
196,tr,A0A494BBI2,Mus musculus ,Tkfc ,182,1
197,tr,G8CZ47,Mus musculus ,4930503L19Rik ,524,2
198,tr,Q3U7H2,Mus musculus ,Pik3cd ,518,2
199,tr,Q9CPQ2,Mus musculus ,Prl ,228,1
200,tr,Q3U0R8,Mus musculus ,Fam53b ,309,1
201,tr,Q6NZR1,Mus musculus ,Wnt7b ,353,1
202,tr,A9Z1Z6,Mus musculus ,Adamtsl1 ,203,1
203,tr,D3YZU6,Mus musculus ,Haghl ,235,1
204,tr,B2RQ56,Mus musculus ,Mlxip ,614,1
205,tr,A0A494B9M4,Mus musculus ,H2-Ea ,228,3
206,tr,A2RT92,Mus musculus ,Prr15 ,122,1
207,tr,Q31607,Mus musculus ,H2-DMa ,191,2
208,tr,Q91XX6,Mus musculus ,Pcdhgb4 ,912,1
209,tr,Q9CQH5,Mus musculus ,Lce1a1 ,143,2
210,tr,Q3UN19,Mus musculus ,Tmod4 ,345,2
211,tr,Q543S2,Mus musculus ,Gnao1 ,354,2
212,tr,Q9D9A9,Mus musculus ,1700113H08Rik ,161,2
213,tr,Q8C3P4,Mus musculus ,Mfsd4b5 ,151,2
214,tr,Q9D966,Mus musculus ,Sectm1b ,212,1
215,tr,A0A0B4J1E7,Mus musculus ,Kpna4 ,623,1
216,tr,Q5BL18,Mus musculus ,Matr3 ,846,1
217,tr,Q8R2I2,Mus musculus ,Slc6a2 ,617,2
218,tr,E9PZU2,Mus musculus ,Olfr723 ,309,3
219,tr,Q3UR39,Mus musculus ,Chm ,623,1
220,tr,A0A141CM23,Mus musculus ,ND4L ,98,3
221,tr,Q3TEY6,Mus musculus ,Aurka ,395,2
222,tr,Q99ML6,Mus musculus ,Slc25a2 ,265,2
223,tr,Q91WD3,Mus musculus ,Slc7a4 ,452,2
224,tr,Q3UKQ5,Mus musculus ,M6pr ,278,1
225,tr,Q9D9B9,Mus musculus ,Gm2916 ,127,2
226,tr,Q8CDK1,Mus musculus ,Gm5591 ,855,2
227,tr,Q3UQW2,Mus musculus ,Plagl1 ,678,2
228,tr,Q3U9A3,Mus musculus ,Tapbp ,465,2
229,tr,Q5MJ56,Mus musculus ,Myo7a ,2172,1
230,tr,A0A0M3HEQ0,Mus musculus ,Txnrd2 ,527,1
231,tr,Q7M6X5,Mus musculus ,Rslcan18 ,460,2
232,tr,Q542F1,Mus musculus ,Clic1 ,241,1
233,tr,Q8VFV8,Mus musculus ,Olfr262 ,312,3
234,tr,Q3UHG5,Mus musculus ,Tspan7 ,230,1
235,tr,B1AYI3,Mus musculus ,Gm13287 ,182,3
236,tr,Q8VFD9,Mus musculus ,Olfr98 ,309,2
237,tr,Q91Y18,Mus musculus ,Pcdha12 ,950,1
238,tr,H3BK86,Mus musculus ,Pyy ,100,3
239,tr,Q3TYM2,Mus musculus ,Meis2 ,393,1
240,tr,Q9D1U5,Mus musculus ,Cutal ,156,2
241,tr,Q7TS58,Mus musculus ,Clec4b1 ,209,2
242,tr,Q549T4,Mus musculus ,Cradd ,199,1
243,tr,Q9CVY2,Mus musculus ,1700014D04Rik ,265,2
244,tr,Q3U7M5,Mus musculus ,Abhd4 ,355,1
245,tr,Q5SUR3,Mus musculus ,Skp1 ,163,1
246,tr,Q9QUP1,Mus musculus ,Aanat ,105,2
247,tr,Q3UEP5,Mus musculus ,Sult2a2 ,194,1
248,tr,E9Q6P9,Mus musculus ,Cacna1h ,2359,1
249,tr,Q3U106,Mus musculus ,Tnfrsf13c ,200,1
250,tr,Q14AE3,Mus musculus ,Fut9 ,359,2
251,tr,Q7TRW8,Mus musculus ,Olfr411 ,315,3
252,tr,Q3U3A7,Mus musculus ,Mta3 ,513,1
253,tr,Q8K2J1,Mus musculus ,Car12 ,344,1
254,tr,B2RSF0,Mus musculus ,Tmie ,153,2
255,tr,Q3UT66,Mus musculus ,Tdpoz8 ,244,2
256,tr,Q3U6F1,Mus musculus ,Rbpj ,465,1
257,tr,Q3SXW7,Mus musculus ,Npm2 ,207,2
258,tr,Q8CFZ6,Mus musculus ,Clec3b ,202,1
259,tr,K9J7F4,Mus musculus ,Vmn1r260 ,307,3
260,tr,Q6GTF1,Mus musculus ,Aph1a ,247,2
261,tr,Q91WA9,Mus musculus ,Abcg4 ,646,1
262,tr,Q8BGH5,Mus musculus ,Atf7ip ,124,2
263,tr,A0A087WSF2,Mus musculus ,Smok3c ,504,4
264,tr,Q8BWG6,Mus musculus ,Slc22a29 ,551,2
265,tr,M0QW88,Mus musculus ,Prmt2 ,254,4
266,tr,A0A087WNZ9,Mus musculus ,Rgs6 ,490,1
267,tr,D6RCH6,Mus musculus ,Dio1 ,82,1
268,tr,A1ILI2,Mus musculus ,Vps13a ,147,2
269,tr,Q8BTB6,Mus musculus ,Atp5k ,38,1
270,tr,Q7TRY4,Mus musculus ,Olfr366 ,309,3
271,tr,Q5K2K0,Mus musculus ,Klf3 ,18,2
272,tr,Q32P02,Mus musculus ,Zmym3 ,349,1
273,tr,A2VCP3,Mus musculus ,P2rx7 ,597,2
274,tr,J3QP49,Mus musculus ,Gm20795 ,232,3
275,tr,Q7TRJ3,Mus musculus ,Olfr122 ,321,3
276,tr,Q91ZE6,Mus musculus ,Sptbn4 ,2555,1
277,tr,A6PWP4,Mus musculus ,Gm11627 ,55,4
278,tr,Q8C9C1,Mus musculus ,Fmo1 ,182,1
279,tr,B9EHE0,Mus musculus ,1700030J22Rik ,409,2
280,tr,Q0VED9,Mus musculus ,Epo ,192,2
281,tr,Q99J57,Mus musculus ,Mat2a ,395,1
282,tr,A0A0G2JEL6,Mus musculus ,Pisd ,153,4
283,tr,Q3TDM6,Mus musculus ,Rgp1 ,363,1
284,tr,G3UX04,Mus musculus ,Xpo4 ,70,1
285,tr,A2AUP5,Mus musculus ,Pfkfb3 ,514,1
286,tr,Q6ZWZ6,Mus musculus ,Rps12 ,132,1
287,tr,Q5M9L7,Mus musculus ,Rps17 ,135,1
288,tr,Q4ZGD8,Mus musculus ,Nxf2 ,691,2
289,tr,Q5R1I0,Mus musculus ,Trav6d-4 ,115,4
290,tr,K9J7G6,Mus musculus ,Vmn1r243 ,307,3
291,tr,Q6ZWR0,Mus musculus ,Rap2b ,183,1
292,tr,Q05AD1,Mus musculus ,Uts2r ,385,2
293,tr,Q3V295,Mus musculus ,Gmnn ,206,1
294,tr,A5D6P2,Mus musculus ,Pard3 ,1334,1
295,tr,Q8C2H4,Mus musculus ,Capn3 ,191,2
296,tr,Q3TM63,Mus musculus ,Slc9a2 ,336,2
297,tr,Q9EPS5,Mus musculus ,Vmn1r148 ,307,2
298,tr,B2RS85,Mus musculus ,Spry2 ,315,2
299,tr,L7N1Y8,Mus musculus ,Olfr194 ,306,3
300,tr,Q8C8Y3,Mus musculus ,A930002H24Rik ,163,2
301,tr,Q5SUC3,Mus musculus ,Canx ,591,1
302,tr,Q8CDT5,Mus musculus ,Tex49 ,131,2
303,tr,Q14BR4,Mus musculus ,Arf4 ,180,1
304,tr,Q7TR94,Mus musculus ,Olfr1015 ,312,3
305,tr,Q6GSP7,Mus musculus ,Nfib ,420,2
306,tr,Q8VFA4,Mus musculus ,Olfr1391 ,311,2
307,tr,Q8R096,Mus musculus ,Trim15 ,290,2
308,tr,A0A140LHT7,Mus musculus ,Olfr1555-ps1 ,321,3
309,tr,Q8VET9,Mus musculus ,Olfr1366 ,313,2
310,tr,Q9D3I8,Mus musculus ,Rhox4a ,205,1
311,tr,Q3UBP0,Mus musculus ,Adssl1 ,457,2
312,tr,Q4FJN9,Mus musculus ,Fdps ,353,1
313,tr,Q3UT54,Mus musculus ,Obox3 ,335,2
314,tr,A2CEK6,Mus musculus ,Mup13 ,180,3
315,tr,Q3TJ75,Mus musculus ,Ro60 ,538,1
316,tr,Q3TDW1,Mus musculus ,Fxyd5 ,178,1
317,tr,Q99N04,Mus musculus ,Ms4a7 ,234,2
318,tr,Q9CX21,Mus musculus ,9430069I07Rik ,111,2
319,tr,Q546K1,Mus musculus ,Cygb ,190,1
320,tr,Q3UF95,Mus musculus ,Bag6 ,1136,1
321,tr,Q60761,Mus musculus ,Mageb1 ,380,4
322,tr,Q6P1J1,Mus musculus ,Crmp1 ,686,1
323,tr,Q543N0,Mus musculus ,Ubox5 ,539,2
324,tr,Q3UPQ8,Mus musculus ,Zhx3 ,951,1
325,tr,Q546G4,Mus musculus ,Alb ,608,1
326,tr,K7N6V6,Mus musculus ,Gm7876 ,204,4
327,tr,H8ZX96,Mus musculus ,Sry ,300,3
328,tr,Q3TBG7,Mus musculus ,Ang ,145,2
329,tr,Q8BVJ9,Mus musculus ,Trip11 ,527,1
330,tr,Q3V2E2,Mus musculus ,Mt4 ,62,2
331,tr,A8R0U8,Mus musculus ,Esp15 ,85,4
332,tr,Q64348,Mus musculus ,Aplp2 ,695,2
333,tr,Q14B14,Mus musculus ,Ly6m ,111,2
334,tr,Q0VE04,Mus musculus ,Olfr649 ,309,2
335,tr,Q8VGY6,Mus musculus ,Olfr609 ,319,2
336,tr,Q8R3Q1,Mus musculus ,F3 ,294,2
337,tr,Q3TL00,Mus musculus ,Dppa1 ,115,2
338,tr,Q3T9K3,Mus musculus ,Rspry1 ,116,2
339,tr,Q8VH02,Mus musculus ,Olfr614 ,317,4
340,tr,Q3TE89,Mus musculus ,Plcg1 ,74,2
341,tr,Q8BH22,Mus musculus ,C130071C03Rik ,100,2
342,tr,Q791D0,Mus musculus ,Klra7 ,267,2
343,tr,Q91VC2,Mus musculus ,CD14 ,356,4
344,tr,Q08EK6,Mus musculus ,Zcchc4 ,273,2
345,tr,Q3TVS3,Mus musculus ,Nceh1 ,80,2
346,tr,Q3ZB19,Mus musculus ,Gdf3 ,366,2
347,tr,Q3TE67,Mus musculus ,C330024D21Rik ,81,2
348,tr,Q8BGC8,Mus musculus ,Homer2 ,128,2
349,tr,Q5PT52,Mus musculus ,Slc10a7 ,103,2
350,tr,Q78E01,Mus musculus ,VSAG6 (viral superantigen) ,278,4
351,tr,E9PYK0,Mus musculus ,Unc93b1 ,619,1
352,tr,E9PWL1,Mus musculus ,Cacna1g ,2272,1
353,tr,A0A1Y7VNQ4,Mus musculus ,Ctsl ,163,1
354,tr,A0A1L1STV1,Mus musculus ,Olfr141 ,315,3
355,tr,F6XG76,Mus musculus ,Luzp1 ,42,1
356,tr,A0A2I3BQZ0,Mus musculus ,Txndc16 ,119,1
357,tr,Q544G5,Mus musculus ,Dag1 ,893,1
358,tr,B1AXS6,Mus musculus ,Zmym3 ,1278,1
359,tr,Q3UVN5,Mus musculus ,Nsfl1c ,372,2
360,tr,D3YZC3,Mus musculus ,Rmnd1 ,51,4
361,tr,G3UYQ2,Mus musculus ,Bag6 ,1082,1
362,tr,A0A0R4J003,Mus musculus ,Vip ,171,1
363,tr,D3YTU3,Mus musculus ,Riox2 ,373,1
364,tr,A0A1D5RLM8,Mus musculus ,Gm11639 ,5808,1
365,tr,D3Z3K9,Mus musculus ,Apc2 ,123,1
366,tr,B1AQW6,Mus musculus ,Mapt ,84,1
367,tr,Q9DB92,Mus musculus ,1500002C15Rik ,155,2
368,tr,L7N269,Mus musculus ,Vmn2r57 ,863,4
369,tr,Q3UN14,Mus musculus ,Ces1e ,562,1
370,tr,Q3TP27,Mus musculus ,Pacs1 ,744,2
371,tr,A0A3Q4EC15,Mus musculus ,Rnf8 ,199,4
372,tr,F7C3H9,Mus musculus ,Cyfip2 ,17,4
373,tr,F6WIM8,Mus musculus ,Col12a1 ,314,1
374,tr,A0A0A0MQM2,Mus musculus ,Plch1 ,1073,1
375,tr,A0A087WRU6,Mus musculus ,Cyp11a1 ,279,1
376,tr,A0A140LIE1,Mus musculus ,Sesn3 ,353,1
377,tr,Q99JV4,Mus musculus ,Brpf1 ,706,2
378,tr,E9Q720,Mus musculus ,Rgs20 ,372,1
379,tr,E9Q359,Mus musculus ,Adam8 ,744,1
380,tr,M9T811,Mus musculus ,Mex3c ,514,2
381,tr,Q3TD57,Mus musculus ,Adam15 ,815,2
382,tr,D3YZC7,Mus musculus ,Brd8 ,881,1
383,tr,D6RI51,Mus musculus ,Treh ,150,1
384,tr,Q7M702,Mus musculus ,Klc1 ,550,2
385,tr,A2AQY9,Mus musculus ,Kyat1 ,381,1
386,tr,E9PZ07,Mus musculus ,Zp3r ,535,1
387,tr,J3QJV4,Mus musculus ,Gm19402 ,266,4
388,tr,D3Z770,Mus musculus ,C77080 ,11,4
389,tr,D3Z3Z9,Mus musculus ,Sh3bgr ,180,1
390,tr,A0A571BDQ2,Mus musculus ,Lrp8 ,135,1
391,tr,J3QPR1,Mus musculus ,Atxn1 ,799,1
392,tr,F6XZA4,Mus musculus ,Nkiras2 ,153,1
393,tr,A0JLP8,Mus musculus ,Spop ,143,2
394,tr,A0A1W2P7X4,Mus musculus ,Nrcam ,220,1
395,tr,Q80W38,Mus musculus ,4921524L21Rik ,385,2
396,tr,G3UYV5,Mus musculus ,Itga8 ,133,1
397,tr,A0A1B0GSP7,Mus musculus ,Zfp551 ,44,4
398,tr,A0A140LJ90,Mus musculus ,Ranbp17 ,298,1
399,tr,Q80ZL7,Mus musculus ,Ppp1r9a ,208,2
400,tr,H3BJ25,Mus musculus ,Alg9 ,109,1
401,tr,Q8BWJ6,Mus musculus ,Kcnk10 ,193,2
402,tr,A0A1D5RLV0,Mus musculus ,Iws1 ,765,1
403,tr,Z4YJT3,Mus musculus ,Larp1 ,1072,1
404,tr,A0A140LJ83,Mus musculus ,Cdkn1c ,179,4
405,tr,F7B1A4,Mus musculus ,Mff ,145,1
406,tr,Q3UZ36,Mus musculus ,Gspt1 ,226,2
407,tr,Q32MF0,Mus musculus ,Elf4 ,655,2
408,tr,H3BK98,Mus musculus ,Tsc22d1 ,133,1
409,tr,A0A2I3BQW8,Mus musculus ,Ubac2 ,77,4
410,tr,A0A0A6YY01,Mus musculus ,Noct ,117,1
411,tr,Q8CIA7,Mus musculus ,Plekha5 ,853,2
412,tr,A2A8S0,Mus musculus ,Glis1 ,104,4
413,tr,Q3TD74,Mus musculus ,Rrn3 ,113,2
414,tr,A0A0J9YU78,Mus musculus ,Haus3 ,96,1
415,tr,D3Z3A7,Mus musculus ,Lrp11 ,413,1
416,tr,A0A087WR13,Mus musculus ,Dnah7c ,4024,1
417,tr,A0A3B2WCA8,Mus musculus ,Vmn2r76 ,558,4
418,tr,Q497N0,Mus musculus ,Cct6b ,531,1
419,tr,E9Q6H3,Mus musculus ,Asb14 ,92,4
420,tr,Q3UYS9,Mus musculus ,6030469F06Rik ,184,2
421,tr,Q3UT56,Mus musculus ,Taf12 ,162,2
422,tr,A0A0G2JEQ9,Mus musculus ,Snx8 ,176,1
423,tr,D3YW98,Mus musculus ,Vps29 ,91,1
424,tr,Q80UB5,Mus musculus ,Glp2r ,151,2
425,tr,A0A0N4SW48,Mus musculus ,Sinhcaf ,142,1
426,tr,E9Q390,Mus musculus ,Myof ,2048,1
427,tr,E9PWI8,Mus musculus ,Ets1 ,353,1
428,tr,F6Z4I3,Mus musculus ,Kdm1a ,322,1
429,tr,A0A075B5T0,Mus musculus ,Ighv3-8 ,131,4
430,tr,E9Q3F7,Mus musculus ,Peg10 ,1005,1
431,tr,D6RH67,Mus musculus ,Tmem62 ,333,1
432,tr,Q6PED5,Mus musculus ,Erdr1 ,145,2
